,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year,Unit,Value,Flag,Flag Description,Note
587,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2078,1000 No,50515.629,X,Figure from international organizations,nan
588,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2078,1000 No,49708.834,X,Figure from international organizations,nan
589,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2079,1000 No,99830.26,X,Figure from international organizations,nan
590,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2079,1000 No,50353.783,X,Figure from international organizations,nan
591,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2079,1000 No,49476.476,X,Figure from international organizations,nan
592,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2080,1000 No,99431.612,X,Figure from international organizations,nan
593,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2080,1000 No,50188.969,X,Figure from international organizations,nan
594,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2080,1000 No,49242.643,X,Figure from international organizations,nan
595,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2081,1000 No,99029.304,X,Figure from international organizations,nan
596,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2081,1000 No,50021.623,X,Figure from international organizations,nan
597,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2081,1000 No,49007.681,X,Figure from international organizations,nan
598,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2082,1000 No,98623.396,X,Figure from international organizations,nan
599,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2082,1000 No,49851.378,X,Figure from international organizations,nan
600,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2082,1000 No,48772.018,X,Figure from international organizations,nan
601,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2083,1000 No,98215.501,X,Figure from international organizations,nan
602,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2083,1000 No,49678.767,X,Figure from international organizations,nan
603,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2083,1000 No,48536.734,X,Figure from international organizations,nan
604,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2084,1000 No,97808.916,X,Figure from international organizations,nan
605,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2084,1000 No,49505.49,X,Figure from international organizations,nan
606,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2084,1000 No,48303.425,X,Figure from international organizations,nan
607,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2085,1000 No,97399.629,X,Figure from international organizations,nan
608,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2085,1000 No,49329.394,X,Figure from international organizations,nan
609,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2085,1000 No,48070.235,X,Figure from international organizations,nan
610,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2086,1000 No,96985.71,X,Figure from international organizations,nan
611,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2086,1000 No,49149.274,X,Figure from international organizations,nan
612,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2086,1000 No,47836.436,X,Figure from international organizations,nan
613,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2087,1000 No,96570.293,X,Figure from international organizations,nan
614,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2087,1000 No,48966.438,X,Figure from international organizations,nan
615,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2087,1000 No,47603.855,X,Figure from international organizations,nan
616,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2088,1000 No,96153.021,X,Figure from international organizations,nan
617,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2088,1000 No,48780.711,X,Figure from international organizations,nan
618,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2088,1000 No,47372.31,X,Figure from international organizations,nan
619,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2089,1000 No,95733.898,X,Figure from international organizations,nan
620,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2089,1000 No,48592.143,X,Figure from international organizations,nan
621,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2089,1000 No,47141.756,X,Figure from international organizations,nan
622,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2090,1000 No,95313.293,X,Figure from international organizations,nan
623,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2090,1000 No,48400.558,X,Figure from international organizations,nan
624,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2090,1000 No,46912.736,X,Figure from international organizations,nan
625,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2091,1000 No,94890.951,X,Figure from international organizations,nan
626,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2091,1000 No,48205.948,X,Figure from international organizations,nan
627,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2091,1000 No,46685.003,X,Figure from international organizations,nan
628,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2092,1000 No,94467.935,X,Figure from international organizations,nan
629,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2092,1000 No,48009.06,X,Figure from international organizations,nan
630,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2092,1000 No,46458.875,X,Figure from international organizations,nan
631,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2093,1000 No,94044.895,X,Figure from international organizations,nan
632,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2093,1000 No,47809.933,X,Figure from international organizations,nan
633,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2093,1000 No,46234.961,X,Figure from international organizations,nan
634,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2094,1000 No,93621.319,X,Figure from international organizations,nan
635,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2094,1000 No,47608.406,X,Figure from international organizations,nan
636,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2094,1000 No,46012.912,X,Figure from international organizations,nan
637,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2095,1000 No,93196.832,X,Figure from international organizations,nan
638,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2095,1000 No,47404.72,X,Figure from international organizations,nan
639,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2095,1000 No,45792.112,X,Figure from international organizations,nan
640,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2096,1000 No,92769.682,X,Figure from international organizations,nan
641,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2096,1000 No,47197.944,X,Figure from international organizations,nan
642,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2096,1000 No,45571.738,X,Figure from international organizations,nan
643,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2097,1000 No,92339.695,X,Figure from international organizations,nan
644,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2097,1000 No,46987.855,X,Figure from international organizations,nan
645,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2097,1000 No,45351.84,X,Figure from international organizations,nan
646,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2098,1000 No,91907.988,X,Figure from international organizations,nan
647,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2098,1000 No,46775.318,X,Figure from international organizations,nan
648,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2098,1000 No,45132.67,X,Figure from international organizations,nan
649,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2099,1000 No,91473.455,X,Figure from international organizations,nan
650,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2099,1000 No,46560.058,X,Figure from international organizations,nan
651,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2099,1000 No,44913.397,X,Figure from international organizations,nan
652,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2100,1000 No,91036.732,X,Figure from international organizations,nan
653,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2100,1000 No,46342.743,X,Figure from international organizations,nan
654,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2100,1000 No,44693.988,X,Figure from international organizations,nan
