Domain Code,Domain,Area Code,Area,Item Code,Item,Year,Area harvested (ha),Yield (100 g/ha),Production (t)
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1970,8500.0,48235.0,41000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1971,8500.0,51765.0,44000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1972,8500.0,52941.0,45000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1973,9000.0,50000.0,45000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1974,10000.0,50000.0,50000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1975,9700.0,53196.0,51600.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1976,11400.0,55088.0,62800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1977,11700.0,53761.0,62900.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1978,13700.0,53869.0,73800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1979,14700.0,55646.0,81800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1980,13772.0,54604.0,75200.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1981,15700.0,54395.0,85400.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1982,16400.0,54207.0,88900.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1983,15800.0,52975.0,83700.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1984,16000.0,57500.0,92000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1985,15320.0,60567.0,92789.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1986,16900.0,57692.0,97500.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1987,17000.0,61294.0,104200.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1988,17500.0,47829.0,83700.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1989,14400.0,56389.0,81200.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1990,11427.0,55658.0,63600.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1991,9400.0,57872.0,54400.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1992,11000.0,70182.0,77200.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1993,9900.0,70202.0,69500.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1994,10900.0,63394.0,69100.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1995,10400.0,72692.0,75600.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1996,9100.0,60440.0,55000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1997,11100.0,72883.0,80900.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1998,9800.0,71327.0,69900.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",1999,10900.0,66514.0,72500.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2000,9300.0,66022.0,61400.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2001,9700.0,66495.0,64500.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2002,12300.0,71626.0,88100.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2003,14000.0,68429.0,95800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2004,12700.0,70709.0,89800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2005,12500.0,64400.0,80500.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2006,12300.0,73171.0,90000.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2007,13800.0,71594.0,98800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2008,11700.0,72479.0,84800.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2009,10300.0,73495.0,75700.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2010,11800.0,72044.0,85012.0
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2011,12447.0,71924.0,89523.41
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2012,12529.0,71532.0,89624.55
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2013,12645.0,71723.0,90691.15
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2014,12611.0,72376.0,91274.98
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2015,12662.0,72718.0,92078.09
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2016,12703.0,72884.0,92581.69
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2017,12890.0,72820.0,93868.07
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2018,13017.0,73042.0,95080.9
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2019,12987.0,72900.0,94673.9
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2020,13052.0,73048.0,95342.77
QCL,Crops and livestock products,237,Viet Nam,821,"Other fibre crops, raw, n.e.c.",2021,13117.0,73200.0,96014.53
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1961,100000.0,86000.0,860000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1962,100000.0,86000.0,860000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1963,100000.0,86000.0,860000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1964,100000.0,86000.0,860000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1965,105000.0,88095.0,925000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1966,105000.0,88095.0,925000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1967,105000.0,88095.0,925000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1968,105000.0,88095.0,925000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1969,100000.0,91000.0,910000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1970,100000.0,91000.0,910000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1971,100000.0,91000.0,910000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1972,100000.0,91000.0,910000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1973,95000.0,92632.0,880000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1974,95000.0,92632.0,880000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1975,95000.0,92632.0,880000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1976,95000.0,92632.0,880000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1977,98000.0,97959.0,960000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1978,100000.0,98000.0,980000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1979,105000.0,99048.0,1040000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1980,110000.0,104545.0,1150000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1981,125000.0,96000.0,1200000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1982,118000.0,105932.0,1250000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1983,106000.0,99057.0,1050000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1984,120000.0,95000.0,1140000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1985,100000.0,105000.0,1050000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1986,120000.0,97500.0,1170000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1987,136000.0,97059.0,1320000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1988,128000.0,97656.0,1250000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1989,118000.0,97458.0,1150000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1990,114000.0,97368.0,1110000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1991,109000.0,98165.0,1070000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1992,133000.0,101504.0,1350000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1993,132000.0,107576.0,1420000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1994,135000.0,111111.0,1500000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1995,160000.0,109375.0,1750000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1996,161502.0,109286.0,1764986.68
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1997,165000.0,109091.0,1800000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1998,170000.0,108824.0,1850000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",1999,181219.0,113425.0,2055471.45
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2000,185000.0,118919.0,2200000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2001,200000.0,115000.0,2300000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2002,210000.0,119048.0,2500000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2003,220000.0,119091.0,2620000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2004,225674.0,119642.0,2700000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2005,225000.0,122222.0,2750000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2006,230000.0,121739.0,2800000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2007,230000.0,117391.0,2700000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2008,235000.0,117021.0,2750000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2009,238076.0,117610.0,2800000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2010,238085.0,117608.0,2800075.58
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2011,239026.0,117538.0,2809479.9
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2012,240000.0,116667.0,2800000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2013,240000.0,116667.0,2800000.0
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2014,240171.0,116629.0,2801084.98
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2015,241287.0,115996.0,2798825.51
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2016,243536.0,115580.0,2814793.72
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2017,244322.0,115278.0,2816498.23
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2018,243531.0,114812.0,2796029.07
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2019,244991.0,114103.0,2795423.44
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2020,245957.0,113684.0,2796133.74
QCL,Crops and livestock products,237,Viet Nam,619,"Other fruits, n.e.c.",2021,246930.0,113265.0,2796844.05
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1961,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1962,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1963,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1964,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1965,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1966,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1967,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1968,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1969,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1970,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1971,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1972,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1973,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1974,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1975,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1976,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1977,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1978,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1979,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1980,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1981,1200.0,8333.0,1000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1982,1300.0,9231.0,1200.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1983,1300.0,10000.0,1300.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1984,1300.0,10769.0,1400.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1985,1200.0,12500.0,1500.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1986,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1987,1300.0,13846.0,1800.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1988,1300.0,15385.0,2000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1989,1600.0,13750.0,2200.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1990,1700.0,14706.0,2500.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1991,1695.0,15926.0,2700.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1992,1800.0,16667.0,3000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1993,2005.0,16377.0,3283.18
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1994,2100.0,16667.0,3500.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1995,2213.0,16425.0,3634.46
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1996,2200.0,16818.0,3700.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1997,2400.0,16667.0,4000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1998,2500.0,16400.0,4100.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1999,2526.0,16458.0,4157.91
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2000,2623.0,16513.0,4331.7
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2001,3000.0,16667.0,5000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2002,4900.0,16327.0,8000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2003,4705.0,16411.0,7721.85
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2004,5000.0,16200.0,8100.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2005,3850.0,16370.0,6303.08
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2006,3000.0,16000.0,4800.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2007,3000.0,16000.0,4800.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2008,3100.0,16129.0,5000.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2009,3181.0,16397.0,5216.09
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2010,3200.0,16250.0,5200.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2011,3278.0,16773.0,5497.71
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2012,3180.0,17767.0,5650.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2013,3200.0,17813.0,5700.0
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2014,3329.0,17365.0,5780.38
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2015,3337.0,17245.0,5755.62
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2016,3358.0,17278.0,5801.34
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2017,3391.0,17322.0,5873.74
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2018,3396.0,17471.0,5933.17
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,3344.0,17625.0,5893.22
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,3334.0,17715.0,5905.66
QCL,Crops and livestock products,237,Viet Nam,234,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,3324.0,17805.0,5918.11
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1961,89000.0,5281.0,47000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1962,93000.0,5484.0,51000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1963,96000.0,5625.0,54000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1964,100000.0,5700.0,57000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1965,102000.0,5588.0,57000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1966,107000.0,5607.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1967,111000.0,5676.0,63000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1968,113000.0,5310.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1969,115000.0,5217.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1970,117000.0,5299.0,62000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1971,119000.0,5294.0,63000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1972,121000.0,5289.0,64000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1973,120000.0,5000.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1974,120000.0,5000.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1975,120000.0,5000.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1976,125000.0,5200.0,65000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1977,128000.0,5234.0,67000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1978,120000.0,5000.0,60000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1979,122000.0,5082.0,62000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1980,125000.0,5120.0,64000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1981,127000.0,5354.0,68000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1982,130000.0,5615.0,73000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1983,130000.0,5769.0,75000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1984,130000.0,5923.0,77000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1985,132000.0,6818.0,90000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1986,134000.0,6343.0,85000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1987,136000.0,5882.0,80000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1988,138000.0,6159.0,85000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1989,130000.0,6692.0,87000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1990,131291.0,6855.0,90000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1991,135000.0,6889.0,93000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1992,135500.0,7011.0,95000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1993,135626.0,7115.0,96500.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1994,137078.0,7186.0,98500.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1995,136000.0,7390.0,100500.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1996,135000.0,7407.0,100000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1997,137006.0,7328.0,100393.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1998,136000.0,7426.0,101000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,1999,136248.0,7381.0,100558.21
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2000,135000.0,7407.0,100000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2001,130000.0,7308.0,95000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2002,129419.0,7390.0,95636.68
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2003,132000.0,7273.0,96000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2004,129811.0,7429.0,96442.34
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2005,133000.0,7293.0,97000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2006,136092.0,7564.0,102938.09
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2007,142000.0,7746.0,110000.0
QCL,Crops and livestock products,237,Viet Nam,211,Other pulses n.e.c.,2008,145000.0,7724.0,112000.0
